"B28003_001E","B28003_001M","B28003_002E","B28003_002M","B28003_003E","B28003_003M","B28003_004E","B28003_004M","B28003_005E","B28003_005M","B28003_006E","B28003_006M","GEO_ID","NAME"
"24266","904","21509","1120","115","172","19593","1176","1801","536","2757","787","0500000US20015","Butler County, Kansas"
"45572","1406","43016","1515","50","86","38166","1845","4800","1382","2556","788","0500000US20045","Douglas County, Kansas"
"225606","2066","214614","2502","493","270","207355","2796","6766","1402","10992","1476","0500000US20091","Johnson County, Kansas"
"27174","1049","25225","1140","163","168","21525","1381","3537","1157","1949","633","0500000US20103","Leavenworth County, Kansas"
"25523","1501","24137","1603","0","174","21967","1797","2170","918","1386","696","0500000US20161","Riley County, Kansas"
"195815","2528","171157","3129","1000","400","160303","3357","9854","1645","24658","2431","0500000US20173","Sedgwick County, Kansas"
"70101","1899","58904","2158","342","165","48649","2400","9913","1734","11197","1530","0500000US20177","Shawnee County, Kansas"
"58524","1266","51455","1463","165","147","42452","1428","8838","1437","7069","980","0500000US20209","Wyandotte County, Kansas"
"46849","1034","43811","1500","0","190","42402","1623","1409","730","3038","804","0500000US21015","Boone County, Kentucky"
"29037","876","25801","1105","0","190","23371","1286","2430","926","3236","778","0500000US21029","Bullitt County, Kentucky"
"36461","1248","33182","1389","488","333","29834","1510","2860","920","3279","630","0500000US21037","Campbell County, Kentucky"
"25121","1117","20656","1395","211","197","16901","1584","3544","1057","4465","1009","0500000US21047","Christian County, Kentucky"
"39629","1153","34837","1359","173","191","32068","1410","2596","736","4792","1042","0500000US21059","Daviess County, Kentucky"
"127137","2102","117698","2285","119","151","108544","2375","9035","1630","9439","1284","0500000US21067","Fayette County, Kentucky"
"39684","1908","34965","2167","233","197","31264","2116","3468","1181","4719","1167","0500000US21093","Hardin County, Kentucky"
"314161","2817","279565","3613","627","274","261278","3749","17660","2208","34596","2695","0500000US21111","Jefferson County, Kentucky"
"63609","1297","57816","1351","136","168","54247","1586","3433","978","5793","816","0500000US21117","Kenton County, Kentucky"
"28416","1100","23245","1289","0","190","21040","1569","2205","931","5171","997","0500000US21145","McCracken County, Kentucky"
"33633","1128","29775","1400","51","63","25989","1513","3735","1164","3858","862","0500000US21151","Madison County, Kentucky"
"21180","443","20364","537","74","102","19222","802","1068","552","816","359","0500000US21185","Oldham County, Kentucky"
"47444","1236","42727","1423","133","161","40170","1550","2424","653","4717","928","0500000US21227","Warren County, Kentucky"
"40950","1545","38193","1630","117","156","36010","1769","2066","898","2757","896","0500000US22005","Ascension Parish, Louisiana"
"47458","1800","41682","2166","201","245","32688","2334","8793","1773","5776","1412","0500000US22015","Bossier Parish, Louisiana"
"96532","2351","79793","2508","495","358","65552","3457","13746","2245","16739","1922","0500000US22017","Caddo Parish, Louisiana"
"77029","2177","65071","2609","175","183","54356","2373","10540","1864","11958","1965","0500000US22019","Calcasieu Parish, Louisiana"
"163764","3551","145733","4202","60","99","132320","4235","13353","1981","18031","2442","0500000US22033","East Baton Rouge Parish, Louisiana"
"26240","1181","21966","1201","35","61","18947","1457","2984","937","4274","1085","0500000US22045","Iberia Parish, Louisiana"
"170710","2318","145891","3069","585","328","126322","3561","18984","2199","24819","2202","0500000US22051","Jefferson Parish, Louisiana"
"89130","2127","80649","2511","0","208","74854","2619","5795","1228","8481","1480","0500000US22055","Lafayette Parish, Louisiana"
"37199","999","31132","1348","0","208","27796","1411","3336","899","6067","978","0500000US22057","Lafourche Parish, Louisiana"
"47479","1665","41970","1856","110","188","35762","2406","6098","1607","5509","1251","0500000US22063","Livingston Parish, Louisiana"
"154355","2906","131734","3293","352","320","112014","3098","19368","1748","22621","1654","0500000US22071","Orleans Parish, Louisiana"
"54349","1840","43052","1957","121","196","37694","2092","5237","1114","11297","1701","0500000US22073","Ouachita Parish, Louisiana"
"47745","1868","40152","1791","105","119","35499","1820","4548","1253","7593","1193","0500000US22079","Rapides Parish, Louisiana"
"30302","1333","22814","1364","1130","570","17402","1317","4282","803","7488","876","0500000US22097","St. Landry Parish, Louisiana"
"92205","1838","83347","2134","63","109","78380","2515","4904","1349","8858","1494","0500000US22103","St. Tammany Parish, Louisiana"
"47756","1780","42710","2102","0","208","38553","2180","4157","1179","5046","1294","0500000US22105","Tangipahoa Parish, Louisiana"
"40102","1546","35040","1731","259","274","29274","1832","5507","1363","5062","1114","0500000US22109","Terrebonne Parish, Louisiana"
"44917","1105","40160","1244","427","311","36044","1494","3689","972","4757","928","0500000US23001","Androscoggin County, Maine"
"27514","916","22714","999","331","147","18086","1074","4297","846","4800","802","0500000US23003","Aroostook County, Maine"
"118049","2275","109895","2365","1019","620","101183","2787","7693","1615","8154","1284","0500000US23005","Cumberland County, Maine"
"47791","1833","41364","2203","293","185","38401","2036","2670","694","6427","1260","0500000US23011","Kennebec County, Maine"
"60195","1491","53858","1648","658","245","48775","1735","4425","888","6337","1008","0500000US23019","Penobscot County, Maine"
"82469","2561","72663","2782","939","571","67624","2888","4100","912","9806","1795","0500000US23031","York County, Maine"
"27608","1421","22980","1498","79","83","21045","1487","1856","598","4628","827","0500000US24001","Allegany County, Maryland"
"206956","2933","196242","3354","127","127","187594","3463","8521","1852","10714","1484","0500000US24003","Anne Arundel County, Maryland"
"312921","2473","285381","2992","1263","457","265658","4010","18460","2437","27540","1884","0500000US24005","Baltimore County, Maryland"
"32434","912","29891","1202","122","120","28490","1252","1279","573","2543","864","0500000US24009","Calvert County, Maryland"
"61661","973","56232","1207","529","283","52137","1516","3566","850","5429","808","0500000US24013","Carroll County, Maryland"
"37296","1460","34541","1765","166","165","32278","1774","2097","719","2755","877","0500000US24015","Cecil County, Maryland"
"55929","1317","50511","1666","0","198","47633","1749","2878","840","5418","1239","0500000US24017","Charles County, Maryland"
"89800","1578","81962","1907","412","223","78201","1832","3349","886","7838","1111","0500000US24021","Frederick County, Maryland"
"91813","2011","83876","2333","430","296","79008","2328","4438","1255","7937","1430","0500000US24025","Harford County, Maryland"
"112542","1721","107961","2185","123","148","105027","2293","2811","1129","4581","1011","0500000US24027","Howard County, Maryland"
"373346","2949","357829","3461","603","364","337562","3989","19664","2497","15517","1583","0500000US24031","Montgomery County, Maryland"
"307816","2685","289723","3022","836","366","267068","3180","21819","2525","18093","1716","0500000US24033","Prince George's County, Maryland"
"41368","1136","36737","1466","309","270","31685","1747","4743","1244","4631","1123","0500000US24037","St. Mary's County, Maryland"
"55824","1661","47455","1928","341","199","42161","2210","4953","1089","8369","1390","0500000US24043","Washington County, Maryland"
"36774","1554","32935","1755","230","206","28366","1702","4339","931","3839","1084","0500000US24045","Wicomico County, Maryland"
"240761","4046","203546","4694","825","422","176077","4217","26644","2614","37215","2728","0500000US24510","Baltimore city, Maryland"
"92582","3857","85516","3818","872","500","78571","3713","6073","1297","7066","1148","0500000US25001","Barnstable County, Massachusetts"
"54204","1712","48246","1751","365","195","44755","2028","3126","827","5958","975","0500000US25003","Berkshire County, Massachusetts"
"214232","2316","187468","3226","483","276","173356","3648","13629","2242","26764","2684","0500000US25005","Bristol County, Massachusetts"
"289817","2773","263543","3864","996","477","244797","3816","17750","2752","26274","2381","0500000US25009","Essex County, Massachusetts"
"30868","736","26616","989","313","172","24473","1056","1830","543","4252","775","0500000US25011","Franklin County, Massachusetts"
"178623","2137","153709","2587","975","402","138704","3108","14030","2154","24914","2011","0500000US25013","Hampden County, Massachusetts"
"58167","1210","53545","1615","94","92","50807","1803","2644","942","4622","1047","0500000US25015","Hampshire County, Massachusetts"
"593437","4076","548465","5873","1141","368","520910","6156","26414","2386","44972","3427","0500000US25017","Middlesex County, Massachusetts"
"260609","2715","241555","3167","718","419","232061","3469","8776","1700","19054","2332","0500000US25021","Norfolk County, Massachusetts"
"184577","2667","170095","3378","256","226","160085","3393","9754","1496","14482","2017","0500000US25023","Plymouth County, Massachusetts"
"306790","3509","276848","4117","617","329","254666","4596","21565","2572","29942","2655","0500000US25025","Suffolk County, Massachusetts"
"304833","2918","274445","3752","1230","488","254437","4253","18778","2320","30388","2437","0500000US25027","Worcester County, Massachusetts"
"41995","1226","36399","1383","261","229","32638","1414","3500","787","5596","853","0500000US26005","Allegan County, Michigan"
"43876","1199","38166","1347","165","149","35614","1417","2387","625","5710","910","0500000US26017","Bay County, Michigan"
"62538","1519","54157","1604","417","202","47908","1680","5832","1085","8381","1190","0500000US26021","Berrien County, Michigan"
"52888","1350","45561","1667","284","166","40917","1802","4360","823","7327","1127","0500000US26025","Calhoun County, Michigan"
"28944","704","26084","762","287","186","24302","716","1495","403","2860","484","0500000US26037","Clinton County, Michigan"
"44666","837","39997","1223","270","181","36498","1286","3229","866","4669","887","0500000US26045","Eaton County, Michigan"
"167171","2232","142186","2912","622","290","123460","3160","18104","1980","24985","2207","0500000US26049","Genesee County, Michigan"
"37252","1261","34425","1547","356","256","30523","1671","3546","886","2827","759","0500000US26055","Grand Traverse County, Michigan"
"111779","1888","101863","2436","260","171","90552","2806","11051","1594","9916","1399","0500000US26065","Ingham County, Michigan"
"23920","955","21405","1114","96","92","18103","1218","3206","687","2515","640","0500000US26073","Isabella County, Michigan"
"59993","1688","52292","1839","230","182","46945","1870","5117","1044","7701","1152","0500000US26075","Jackson County, Michigan"
"102336","1841","92651","2319","171","152","86766","2161","5714","967","9685","1269","0500000US26077","Kalamazoo County, Michigan"
"238472","2322","218708","2806","356","254","205100","3281","13252","2014","19764","2149","0500000US26081","Kent County, Michigan"
"33178","923","29718","1090","335","210","25717","1186","3666","798","3460","658","0500000US26087","Lapeer County, Michigan"
"37781","1320","33738","1253","606","263","30441","1487","2691","766","4043","633","0500000US26091","Lenawee County, Michigan"
"70787","1244","65055","1576","267","176","61102","1515","3686","888","5732","1009","0500000US26093","Livingston County, Michigan"
"342255","3004","306136","4073","481","259","284835","4744","20820","2243","36119","2789","0500000US26099","Macomb County, Michigan"
"25822","873","22868","1078","103","100","20155","1150","2610","645","2954","623","0500000US26103","Marquette County, Michigan"
"34381","705","30021","995","541","485","27663","1112","1817","481","4360","838","0500000US26111","Midland County, Michigan"
"58789","1096","52610","1375","301","190","47727","1586","4582","1085","6179","912","0500000US26115","Monroe County, Michigan"
"65437","1620","55756","1786","524","239","50019","1930","5213","1092","9681","1297","0500000US26121","Muskegon County, Michigan"
"500750","3647","468062","4152","1394","485","440452","4740","26216","2656","32688","2491","0500000US26125","Oakland County, Michigan"
"100425","1475","92811","1801","742","316","85921","2119","6148","1200","7614","1165","0500000US26139","Ottawa County, Michigan"
"78494","1405","65965","1606","145","144","60405","1711","5415","939","12529","1145","0500000US26145","Saginaw County, Michigan"
"65681","1350","56711","1697","446","234","51887","1786","4378","756","8970","1014","0500000US26147","St. Clair County, Michigan"
"28071","602","24715","928","102","84","22047","979","2566","622","3356","632","0500000US26155","Shiawassee County, Michigan"
"29337","1095","24555","1183","105","92","21303","1277","3147","710","4782","834","0500000US26159","Van Buren County, Michigan"
"140079","1822","131617","2037","356","186","123470","2041","7791","1061","8462","1250","0500000US26161","Washtenaw County, Michigan"
"677208","5301","579936","5602","2623","780","495427","6103","81886","3741","97272","3844","0500000US26163","Wayne County, Michigan"
"126477","1009","116408","1780","1388","387","109704","1883","5316","1011","10069","1496","0500000US27003","Anoka County, Minnesota"
"25687","603","23819","739","148","130","21190","951","2481","614","1868","483","0500000US27013","Blue Earth County, Minnesota"
"36784","383","34859","578","346","229","33362","732","1151","471","1925","426","0500000US27019","Carver County, Minnesota"
"159765","1427","149611","1896","384","218","141800","2124","7427","1175","10154","1466","0500000US27037","Dakota County, Minnesota"
"502061","3716","462356","4114","1691","475","424114","4396","36551","2751","39705","2708","0500000US27053","Hennepin County, Minnesota"
"61357","1001","56160","1319","270","160","52695","1464","3195","742","5197","837","0500000US27109","Olmsted County, Minnesota"
"208743","1912","189968","2508","845","322","176435","2644","12688","1547","18775","1736","0500000US27123","Ramsey County, Minnesota"
"22895","782","19877","937","149","172","18405","930","1323","567","3018","620","0500000US27131","Rice County, Minnesota"
"85170","1615","73888","2047","723","300","65555","2046","7610","1286","11282","1342","0500000US27137","St. Louis County, Minnesota"
"48237","999","45772","1134","334","259","43812","1306","1626","626","2465","621","0500000US27139","Scott County, Minnesota"
"31574","1131","29655","1306","424","299","27144","1356","2087","962","1919","916","0500000US27141","Sherburne County, Minnesota"
"58656","1176","53955","1348","628","282","48870","1557","4457","875","4701","689","0500000US27145","Stearns County, Minnesota"
"92384","1457","86472","1882","408","224","83239","1778","2825","731","5912","977","0500000US27163","Washington County, Minnesota"
"47571","681","43169","967","234","129","40514","1083","2421","724","4402","940","0500000US27171","Wright County, Minnesota"
"61039","1235","56127","1574","209","284","51540","1732","4378","1092","4912","1039","0500000US28033","DeSoto County, Mississippi"
"28007","1273","23901","1459","0","213","20240","1531","3661","960","4106","878","0500000US28035","Forrest County, Mississippi"
"75266","2338","64514","2822","188","203","57688","2858","6638","1460","10752","1699","0500000US28047","Harrison County, Mississippi"
"91065","1798","79105","2266","106","108","72478","2254","6521","1246","11960","1668","0500000US28049","Hinds County, Mississippi"
"51637","1850","44852","2095","77","91","38955","2331","5820","1260","6785","1461","0500000US28059","Jackson County, Mississippi"
"24901","1199","20527","1432","512","517","13269","1490","6746","1469","4374","972","0500000US28067","Jones County, Mississippi"
"28457","1463","22256","1690","0","213","18782","1597","3474","861","6201","1271","0500000US28075","Lauderdale County, Mississippi"
"33209","974","27283","1435","125","202","24553","1589","2605","834","5926","1154","0500000US28081","Lee County, Mississippi"
"38251","1372","34084","1596","0","213","30415","1623","3669","1008","4167","1044","0500000US28089","Madison County, Mississippi"
"56353","1338","51435","1732","0","213","46609","2060","4826","1308","4918","1238","0500000US28121","Rankin County, Mississippi"
"68848","1784","64413","1940","340","278","58143","2109","5930","1360","4435","990","0500000US29019","Boone County, Missouri"
"33971","1084","28536","1397","149","141","24955","1559","3432","718","5435","986","0500000US29021","Buchanan County, Missouri"
"29384","1149","26531","1390","162","178","24995","1491","1374","590","2853","803","0500000US29031","Cape Girardeau County, Missouri"
"38983","788","35313","1318","211","147","32106","1530","2996","875","3670","1086","0500000US29037","Cass County, Missouri"
"30920","1059","29105","1179","107","127","26498","1305","2500","811","1815","614","0500000US29043","Christian County, Missouri"
"89398","1764","84645","2036","365","263","79324","2222","4956","1214","4753","994","0500000US29047","Clay County, Missouri"
"29995","1096","26430","1256","190","136","19766","1444","6474","1453","3565","747","0500000US29051","Cole County, Missouri"
"40023","1199","36018","1483","363","287","32159","1609","3496","1025","4005","1029","0500000US29071","Franklin County, Missouri"
"121734","1955","110779","2235","266","189","96588","2619","13925","1737","10955","1481","0500000US29077","Greene County, Missouri"
"281910","3278","248788","3457","1163","527","220341","4110","27284","2280","33122","2566","0500000US29095","Jackson County, Missouri"
"45730","1497","39684","1819","68","117","35460","1738","4156","1033","6046","1219","0500000US29097","Jasper County, Missouri"
"83754","1394","75943","1711","426","259","70759","1895","4758","1028","7811","1278","0500000US29099","Jefferson County, Missouri"
"37929","1025","35790","1121","77","63","32864","1392","2849","819","2139","558","0500000US29165","Platte County, Missouri"
"143152","2185","135843","2426","802","306","126126","2478","8915","1573","7309","1160","0500000US29183","St. Charles County, Missouri"
"24350","1203","20174","1304","68","121","18651","1432","1455","547","4176","851","0500000US29187","St. Francois County, Missouri"
"403271","3995","368153","4985","1220","448","343441","5254","23492","2326","35118","3172","0500000US29189","St. Louis County, Missouri"
"139021","3248","116588","3056","161","126","101504","2974","14923","1952","22433","1770","0500000US29510","St. Louis city, Missouri"
"33759","967","27799","1214","113","117","24400","1352","3286","842","5960","969","0500000US30013","Cascade County, Montana"
"39279","1534","35467","1723","364","220","32736","1889","2367","830","3812","939","0500000US30029","Flathead County, Montana"
"39644","1504","36796","1639","251","207","33050","1707","3495","1066","2848","859","0500000US30031","Gallatin County, Montana"
"27283","1043","24702","1281","280","239","22704","1372","1718","715","2581","805","0500000US30049","Lewis and Clark County, Montana"
"47725","1317","43637","1596","138","138","40306","1734","3193","882","4088","957","0500000US30063","Missoula County, Montana"
"65019","1450","59437","1792","350","215","53430","1783","5657","1288","5582","1208","0500000US30111","Yellowstone County, Montana"
"214073","2230","191342","2769","1686","565","176184","3253","13472","1905","22731","2097","0500000US31055","Douglas County, Nebraska"
"122027","2130","112619","2630","310","217","104695","2667","7614","1535","9408","1499","0500000US31109","Lancaster County, Nebraska"
"64863","949","60860","1182","71","122","57168","1327","3621","959","4003","949","0500000US31153","Sarpy County, Nebraska"
"755258","5554","688493","6620","3021","734","602508","7958","82964","4809","66765","3860","0500000US32003","Clark County, Nevada"
"174726","1883","159163","2444","591","369","142165","3036","16407","2086","15563","1605","0500000US32031","Washoe County, Nevada"
"29428","1274","25936","1436","305","211","23734","1550","1897","761","3492","796","0500000US33005","Cheshire County, New Hampshire"
"33546","1576","29963","1650","287","226","26874","1706","2802","935","3583","857","0500000US33009","Grafton County, New Hampshire"
"158777","1766","147771","2214","558","267","139845","2464","7368","1453","11006","1592","0500000US33011","Hillsborough County, New Hampshire"
"57531","1332","52933","1427","305","162","49424","1785","3204","1086","4598","847","0500000US33013","Merrimack County, New Hampshire"
"119688","1929","112516","2232","506","292","105711","2448","6299","1396","7172","1396","0500000US33015","Rockingham County, New Hampshire"
"48351","1519","44844","1766","170","177","41070","1990","3604","1119","3507","953","0500000US33017","Strafford County, New Hampshire"
"96777","2551","86019","2929","674","392","75543","2955","9802","1591","10758","1428","0500000US34001","Atlantic County, New Jersey"
"337227","2888","312378","3558","574","406","301050","3481","10754","1594","24849","1852","0500000US34003","Bergen County, New Jersey"
"165862","1895","154172","2157","618","320","144209","2611","9345","1456","11690","1413","0500000US34005","Burlington County, New Jersey"
"185512","2503","167720","3014","269","210","156047","3178","11404","1684","17792","1787","0500000US34007","Camden County, New Jersey"
"38895","2016","35261","2052","213","162","32165","2045","2883","674","3634","598","0500000US34009","Cape May County, New Jersey"
"50787","1533","42952","1981","326","472","36412","2031","6214","1506","7835","1665","0500000US34011","Cumberland County, New Jersey"
"280734","2584","244810","3606","1107","472","218544","4416","25159","2562","35924","3337","0500000US34013","Essex County, New Jersey"
"105436","1724","97667","1771","332","291","91629","2111","5706","1122","7769","1041","0500000US34015","Gloucester County, New Jersey"
"253321","2976","227601","2857","341","247","208270","3255","18990","2492","25720","2006","0500000US34017","Hudson County, New Jersey"
"47195","1182","43800","1367","518","393","42039","1358","1243","508","3395","888","0500000US34019","Hunterdon County, New Jersey"
"128332","2175","115100","2355","282","307","100437","2830","14381","1778","13232","1595","0500000US34021","Mercer County, New Jersey"
"283661","3081","262220","3422","484","274","231809","3739","29927","2573","21441","2202","0500000US34023","Middlesex County, New Jersey"
"230769","3025","212768","3365","849","392","201207","3897","10712","1899","18001","2106","0500000US34025","Monmouth County, New Jersey"
"181059","1858","170336","2533","693","499","164200","2580","5443","1200","10723","1810","0500000US34027","Morris County, New Jersey"
"224308","3641","196390","4357","1360","565","178340","4099","16690","2247","27918","2469","0500000US34029","Ocean County, New Jersey"
"163868","2066","143119","2536","697","357","127013","2722","15409","1863","20749","1772","0500000US34031","Passaic County, New Jersey"
"24195","963","20541","1154","192","111","17431","1092","2918","834","3654","706","0500000US34033","Salem County, New Jersey"
"116169","2032","108567","2219","185","233","104883","2210","3499","829","7602","1305","0500000US34035","Somerset County, New Jersey"
"51978","1940","49104","1874","410","304","45541","1731","3153","863","2874","619","0500000US34037","Sussex County, New Jersey"
"187922","1953","169322","2615","908","434","154006","3010","14408","2108","18600","1893","0500000US34039","Union County, New Jersey"
"40512","1219","37237","1369","140","124","35192","1449","1905","492","3275","886","0500000US34041","Warren County, New Jersey"
"262328","2956","233826","3697","1510","586","208583","4102","23733","2604","28502","2358","0500000US35001","Bernalillo County, New Mexico"
"22516","1187","18390","1209","80","98","15163","1302","3147","991","4126","929","0500000US35005","Chaves County, New Mexico"
"75759","2038","64798","2442","287","253","53585","2425","10926","1862","10961","1640","0500000US35013","Doña Ana County, New Mexico"
"20793","1247","17739","1263","37","59","15795","1249","1907","724","3054","805","0500000US35025","Lea County, New Mexico"
"20061","676","12368","980","179","196","9518","924","2671","478","7693","885","0500000US35031","McKinley County, New Mexico"
"22384","1623","19356","1735","315","195","18017","1752","1024","385","3028","841","0500000US35035","Otero County, New Mexico"
"49821","1240","45583","1331","219","138","40178","1633","5186","1249","4238","669","0500000US35043","Sandoval County, New Mexico"
"43093","976","34915","1324","208","162","26523","1386","8184","1203","8178","994","0500000US35045","San Juan County, New Mexico"
"60096","1582","52937","1704","211","164","46570","1885","6156","1315","7159","1082","0500000US35049","Santa Fe County, New Mexico"
"26575","1081","21057","1451","150","133","16910","1330","3997","1089","5518","1077","0500000US35061","Valencia County, New Mexico"
"125329","2110","113058","2216","236","160","104195","2373","8627","1333","12271","1584","0500000US36001","Albany County, New York"
"498539","3078","424883","4351","976","451","358222","5342","65685","3502","73656","3994","0500000US36005","Bronx County, New York"
"76957","2045","66738","2176","335","226","62030","2220","4373","987","10219","1417","0500000US36007","Broome County, New York"
"31409","1137","26343","1326","291","170","22458","1305","3594","770","5066","669","0500000US36009","Cattaraugus County, New York"
"30966","1110","26197","1225","316","208","23881","1307","2000","606","4769","723","0500000US36011","Cayuga County, New York"
"51705","1835","43342","1843","503","214","38012","1828","4827","1004","8363","1152","0500000US36013","Chautauqua County, New York"
"34418","1411","30183","1460","188","191","26512","1605","3483","854","4235","765","0500000US36015","Chemung County, New York"
"30624","1203","26834","1295","67","96","23917","1462","2850","782","3790","749","0500000US36019","Clinton County, New York"
"108200","2382","99426","2716","405","280","93886","2950","5135","1116","8774","1346","0500000US36027","Dutchess County, New York"
"380473","3446","331880","3555","1299","463","304234","4122","26347","2537","48593","2750","0500000US36029","Erie County, New York"
"41415","1556","36935","1744","120","138","33715","1727","3100","764","4480","791","0500000US36045","Jefferson County, New York"
"941871","4738","821129","6574","4816","1132","736506","7514","79807","4807","120742","4799","0500000US36047","Kings County, New York"
"23904","915","21477","1166","152","136","19778","1146","1547","591","2427","663","0500000US36051","Livingston County, New York"
"25612","1346","22078","1509","43","45","20220","1431","1815","591","3534","704","0500000US36053","Madison County, New York"
"299224","3017","266936","3858","1467","522","247337","4418","18132","1988","32288","2290","0500000US36055","Monroe County, New York"
"440785","2860","408779","3753","1173","406","393045","3877","14561","2133","32006","2387","0500000US36059","Nassau County, New York"
"748293","8650","678241","9830","1657","662","619814","10593","56770","4850","70052","4854","0500000US36061","New York County, New York"
"86786","2310","74264","2450","783","472","66239","2317","7242","1396","12522","1458","0500000US36063","Niagara County, New York"
"87929","2138","76494","2129","356","213","68862","2412","7276","1465","11435","1337","0500000US36065","Oneida County, New York"
"182984","3063","161145","3414","505","327","140274","3402","20366","2295","21839","2332","0500000US36067","Onondaga County, New York"
"45187","1314","40949","1440","268","170","38123","1304","2558","608","4238","766","0500000US36069","Ontario County, New York"
"124365","2193","107971","2349","309","225","95394","2833","12268","2027","16394","1633","0500000US36071","Orange County, New York"
"44633","1313","40202","1521","213","173","37345","1604","2644","728","4431","766","0500000US36075","Oswego County, New York"
"34762","1247","33329","1214","0","192","32449","1338","880","436","1433","503","0500000US36079","Putnam County, New York"
"761819","5689","675340","6384","1458","469","616078","7002","57804","3912","86479","3935","0500000US36081","Queens County, New York"
"62816","1588","56322","1919","154","136","52070","1814","4098","997","6494","1002","0500000US36083","Rensselaer County, New York"
"164289","2449","142650","3044","1373","686","128895","3541","12382","1759","21639","2701","0500000US36085","Richmond County, New York"
"99257","1652","86360","2524","333","199","78146","2319","7881","1642","12897","1982","0500000US36087","Rockland County, New York"
"40479","1519","34816","1745","270","156","32076","1725","2470","664","5663","859","0500000US36089","St. Lawrence County, New York"
"93703","1741","86255","1928","135","150","81121","2160","4999","1316","7448","1228","0500000US36091","Saratoga County, New York"
"48720","1926","44292","2074","195","164","40852","2212","3245","804","4428","749","0500000US36093","Schenectady County, New York"
"38458","1164","33632","1282","271","130","30199","1192","3162","709","4826","653","0500000US36101","Steuben County, New York"
"474311","4927","437279","5471","1789","545","406640","4963","28850","3016","37032","2848","0500000US36103","Suffolk County, New York"
"25031","1701","20937","1548","192","197","19314","1693","1431","775","4094","899","0500000US36105","Sullivan County, New York"
"37683","1516","35522","1632","0","192","32658","1607","2864","912","2161","554","0500000US36109","Tompkins County, New York"
"68298","2281","62237","2394","358","218","57844","2550","4035","917","6061","1249","0500000US36111","Ulster County, New York"
"28841","1133","25584","1426","423","206","23152","1415","2009","586","3257","834","0500000US36113","Warren County, New York"
"37496","901","34116","969","650","356","30473","1274","2993","854","3380","672","0500000US36117","Wayne County, New York"
"342216","2884","311537","3940","789","313","290865","4220","19883","2353","30679","2364","0500000US36119","Westchester County, New York"
"64369","1213","56291","1876","193","153","49775","2043","6323","1263","8078","1269","0500000US37001","Alamance County, North Carolina"
"54331","2247","48980","2494","291","200","43774","2573","4915","1294","5351","1235","0500000US37019","Brunswick County, North Carolina"
"103127","2304","89839","2988","292","227","81579","3317","7968","1451","13288","1797","0500000US37021","Buncombe County, North Carolina"
"35211","1403","27790","1761","337","269","24521","1885","2932","870","7421","1158","0500000US37023","Burke County, North Carolina"
"70438","1600","66134","1934","247","187","62259","2232","3628","1065","4304","1042","0500000US37025","Cabarrus County, North Carolina"
"32911","1167","26891","1586","113","87","24223","1729","2555","827","6020","1226","0500000US37027","Caldwell County, North Carolina"
"27506","1324","24770","1408","40","54","21811","1452","2919","840","2736","650","0500000US37031","Carteret County, North Carolina"
"61618","1514","53801","1865","150","152","50224","2013","3427","946","7817","1109","0500000US37035","Catawba County, North Carolina"
"28568","986","24940","1296","193","232","23293","1414","1454","651","3628","1024","0500000US37037","Chatham County, North Carolina"
"36405","1576","28479","1760","77","99","23872","1737","4530","1139","7926","1170","0500000US37045","Cleveland County, North Carolina"
"40297","1433","36860","1560","181","175","33552","1870","3127","1067","3437","803","0500000US37049","Craven County, North Carolina"
"124014","2304","111424","2736","517","329","101102","3069","9805","1516","12590","1347","0500000US37051","Cumberland County, North Carolina"
"62695","2000","53954","2239","91","122","50419","2400","3444","952","8741","1440","0500000US37057","Davidson County, North Carolina"
"123697","1908","113783","2727","265","166","103745","3174","9773","1946","9914","1624","0500000US37063","Durham County, North Carolina"
"146219","2576","131166","2992","718","359","117635","3036","12813","1707","15053","1861","0500000US37067","Forsyth County, North Carolina"
"82982","1245","71918","1891","418","311","65828","1817","5672","1066","11064","1510","0500000US37071","Gaston County, North Carolina"
"201520","3172","176820","3101","773","305","145540","3673","30507","2814","24700","2461","0500000US37081","Guilford County, North Carolina"
"43960","1230","39932","1363","135","160","34102","1544","5695","978","4028","610","0500000US37085","Harnett County, North Carolina"
"47791","1641","41438","1724","263","222","37924","1726","3251","977","6353","1006","0500000US37089","Henderson County, North Carolina"
"65037","1312","57889","1652","356","212","50978","1898","6555","1125","7148","1052","0500000US37097","Iredell County, North Carolina"
"66254","1768","59374","1921","502","426","48770","2680","10102","1973","6880","1182","0500000US37101","Johnston County, North Carolina"
"31588","1071","26843","1296","77","92","24927","1394","1839","694","4745","776","0500000US37109","Lincoln County, North Carolina"
"399504","3382","375406","3869","875","388","346178","4236","28353","2794","24098","2465","0500000US37119","Mecklenburg County, North Carolina"
"38786","1543","33735","1672","356","257","31683","1504","1696","687","5051","903","0500000US37125","Moore County, North Carolina"
"35409","1755","28983","2224","301","274","25621","2345","3061","1077","6426","1284","0500000US37127","Nash County, North Carolina"
"92808","2055","84929","2527","265","303","75802","2554","8862","1879","7879","1520","0500000US37129","New Hanover County, North Carolina"
"61766","2212","57897","2589","150","175","52887","2829","4860","1322","3869","1287","0500000US37133","Onslow County, North Carolina"
"50203","1789","47403","1814","211","197","43028","2046","4164","1221","2800","817","0500000US37135","Orange County, North Carolina"
"70019","1853","61183","2169","82","110","56854","2370","4247","1285","8836","1366","0500000US37147","Pitt County, North Carolina"
